"gene_id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"auc"
"1"	"ENSG00000134516.18"	118.496662595783	1.09414525368233	0.176074973963397	6.21408726665372	5.16238337606452e-10	3.04096645746301e-07	0.939130434782609
"2"	"ENSG00000107099.17"	113.268860118439	0.787407877206298	0.123460262688024	6.37782441137378	1.79621279481797e-10	1.22493308639021e-07	0.934782608695652
"3"	"ENSG00000174231.17"	102.240336759812	0.696226448716676	0.125506730205742	5.54732361822637	2.90075544135397e-08	6.22173626013941e-06	0.919565217391304
"4"	"ENSG00000166501.14"	522.341781403525	-1.19911635036689	0.178113442154515	-6.73231809942029	1.66981078476245e-11	1.65662806804064e-08	0.91304347826087
"5"	"ENSG00000204472.13"	172.453717432933	1.35706306920611	0.241590989729673	5.61719239084451	1.94085278157573e-08	4.81382564903982e-06	0.910869565217391
"6"	"ENSG00000173821.19"	282.366674608881	1.20192105181283	0.199210568684572	6.0334201129456	1.60525365432643e-09	7.56116251608806e-07	0.910869565217391
"7"	"ENSG00000103653.17"	117.934853856932	0.728062165768918	0.127636304455225	5.70419340231151	1.16895293264919e-08	3.33860042127837e-06	0.908695652173913
"8"	"ENSG00000198771.11"	131.943731875166	0.913586914685255	0.169712679845093	5.38313881743626	7.31980428214639e-08	1.24439468654555e-05	0.9
"9"	"ENSG00000072786.13"	173.404272372094	0.975196025404937	0.191612853228017	5.08940819457694	3.59182696760513e-07	3.32045656065412e-05	0.9
"10"	"ENSG00000102879.16"	207.129149443485	1.00905670041029	0.195383585508546	5.16449064942642	2.41094528092659e-07	2.61185738767047e-05	0.897826086956522
"11"	"ENSG00000099331.14"	139.169838393264	0.680246546415251	0.128567609243248	5.29096364488069	1.21673553192182e-07	1.72447103584408e-05	0.895652173913043
"12"	"ENSG00000125347.15"	110.212141155331	1.23902916947361	0.239141184449647	5.18116179914837	2.20508109622596e-07	2.48896878226702e-05	0.893478260869565
"13"	"ENSG00000105372.8"	302.194643610356	0.954053798593616	0.185320349707869	5.14813294976805	2.63091998940094e-07	2.78611470787684e-05	0.891304347826087
"14"	"ENSG00000140105.18"	146.710237717708	1.55126956488689	0.252871507319944	6.1346158819078	8.53652001933102e-10	4.59752578183971e-07	0.889130434782609
"15"	"ENSG00000184640.20"	245.015856510758	1.01014908634714	0.197304548008348	5.11974557375333	3.05948134062162e-07	3.019435773336e-05	0.889130434782609
"16"	"ENSG00000108107.15"	635.659842690259	1.03182077328613	0.20538499159128	5.02383725944043	5.06491600596699e-07	4.22449852710078e-05	0.88695652173913
"17"	"ENSG00000169813.17"	142.67994244377	0.760891719720737	0.149507531489197	5.08932033150261	3.59349145025698e-07	3.32045656065412e-05	0.880434782608696
"18"	"ENSG00000160710.18"	235.019305385242	0.854201833391736	0.177048924141851	4.82466548459427	1.40238438237276e-06	8.10887902077501e-05	0.878260869565217
"19"	"ENSG00000204469.13"	117.146500800694	0.746247463088662	0.158803973186167	4.69917375564547	2.61216143548974e-06	0.000122791129822897	0.878260869565217
"20"	"ENSG00000106948.17"	192.496436880997	1.05249561803125	0.222953793833297	4.72068943046649	2.3504659169742e-06	0.000115081253337568	0.878260869565217
"21"	"ENSG00000087365.16"	133.255720485482	0.660494395310853	0.138740527450051	4.7606449784375	1.92975250947597e-06	0.00010006610203352	0.878260869565217
"22"	"ENSG00000115268.10"	250.84660461669	1.10584711255331	0.225954119829886	4.89412237044348	9.87453854645614e-07	6.55574375803628e-05	0.878260869565217
"23"	"ENSG00000124942.14"	484.348185098162	1.10306772162705	0.229002201887971	4.81684329902938	1.45847134833011e-06	8.30579604713675e-05	0.876086956521739
"24"	"ENSG00000186635.15"	105.619483008253	0.787533172727704	0.152378658455474	5.16826424848613	2.36278085134282e-07	2.58944296789606e-05	0.876086956521739
"25"	"ENSG00000198160.15"	113.242554865468	-0.929319865686564	0.149158944276198	-6.23039986100826	4.6524614117204e-10	2.82899669712676e-07	0.873913043478261
"26"	"ENSG00000186517.14"	260.111146945035	0.874041026779853	0.180094418064927	4.85323774146486	1.21461934447372e-06	7.38566923978377e-05	0.871739130434783
"27"	"ENSG00000109971.14"	360.029571056993	1.04418708428518	0.201529804170706	5.18130352273207	2.20340604848924e-07	2.48896878226702e-05	0.871739130434783
"28"	"ENSG00000173193.15"	110.964707647692	0.838993757485697	0.176634829742145	4.74987723944636	2.03540169543127e-06	0.000104259027062172	0.867391304347826
"29"	"ENSG00000096384.20"	293.410289417862	0.903415516940138	0.182643360892397	4.946336469752	7.56232000886685e-07	5.57798838054732e-05	0.867391304347826
"30"	"ENSG00000147526.20"	116.066326766994	-0.65608009568707	0.146452035077274	-4.47982914911969	7.47028103467146e-06	0.000253368163073755	0.867391304347826
"31"	"ENSG00000167658.16"	772.937029037128	1.07919260563772	0.204935784731211	5.266003724304	1.39425456582503e-07	1.89076968099294e-05	0.867391304347826
"32"	"ENSG00000221983.8"	204.381835783424	0.798169447623862	0.158831068509027	5.02527279528121	5.0271742164256e-07	4.21165484353878e-05	0.867391304347826
"33"	"ENSG00000112531.17"	114.539665198833	-0.526218466163375	0.123640845141603	-4.25602450032359	2.08093913561815e-05	0.000527936779359383	0.865217391304348
"34"	"ENSG00000105193.9"	204.518210416705	1.00845091468442	0.213232983757883	4.72933828956531	2.25252787055223e-06	0.000111443964199238	0.865217391304348
"35"	"ENSG00000170889.14"	219.827011930113	1.00967716610418	0.225002872262488	4.4873967872121	7.20987211231333e-06	0.000249885605137845	0.865217391304348
"36"	"ENSG00000198624.13"	104.757021492448	0.846594303268072	0.194641789063106	4.34949918690685	1.36448789755536e-05	0.000389785291460814	0.86304347826087
"37"	"ENSG00000167978.17"	248.710055343446	0.92523445371055	0.18797412583654	4.92213728667702	8.56041251782361e-07	6.0210364164543e-05	0.86304347826087
"38"	"ENSG00000108298.12"	978.562143425825	0.983548008621916	0.211266871654273	4.65547674806035	3.23231885792325e-06	0.00014269135941886	0.86304347826087
"39"	"ENSG00000142347.19"	170.68081956294	0.884267308618344	0.203623095939802	4.34266704637357	1.40763381074752e-05	0.000399606887539018	0.86304347826087
"40"	"ENSG00000117713.20"	160.355770912196	0.424410644548971	0.0965972655335918	4.39360930358202	1.11484096036217e-05	0.000335163510411912	0.860869565217391
"41"	"ENSG00000008952.17"	104.261353822094	-0.676629507337625	0.151022965792608	-4.48030869865717	7.45351588131352e-06	0.000253368163073755	0.860869565217391
"42"	"ENSG00000026025.16"	366.220321053548	0.721415785945285	0.166753056171083	4.32625225893993	1.5166772318187e-05	0.00042319634377269	0.860869565217391
"43"	"ENSG00000122862.5"	182.21639802291	-1.50691633064613	0.232255061866755	-6.48819585904505	8.68703057933022e-11	7.11958810523368e-08	0.860869565217391
"44"	"ENSG00000170776.22"	209.105702400972	0.69194902463693	0.146178940294801	4.73357532378787	2.2059904377679e-06	0.000110592871680651	0.860869565217391
"45"	"ENSG00000142534.7"	604.229678641828	1.06363731284143	0.240543267988132	4.42181284779879	9.78762182989153e-06	0.00030596462934238	0.860869565217391
"46"	"ENSG00000118680.14"	171.312625146762	-0.434002529095841	0.100523849418946	-4.31740857124443	1.5787176824784e-05	0.00043061314885929	0.858695652173913
"47"	"ENSG00000105373.19"	172.114705218549	0.934423223301538	0.215652726997473	4.33299980163241	1.47091242487028e-05	0.000414449913435048	0.856521739130435
"48"	"ENSG00000185811.19"	153.536092523329	0.765725294995014	0.171929502469569	4.45371669199442	8.43964475294149e-06	0.000272877021600252	0.856521739130435
"49"	"ENSG00000184922.14"	124.06776343543	0.947447646703426	0.228153816774857	4.15267059782905	3.28617602893575e-05	0.0007348092306695	0.856521739130435
"50"	"ENSG00000147677.11"	119.546578317322	0.796315716116125	0.163304153305071	4.87627350560101	1.08108688081003e-06	6.90796193331153e-05	0.854347826086957
"51"	"ENSG00000185787.15"	127.780047324214	-0.664151680799172	0.125228348927685	-5.30352501239713	1.13587632170474e-07	1.66427139523582e-05	0.854347826086957
"52"	"ENSG00000108424.11"	113.846945848679	0.651043001418284	0.144417245477358	4.50806965100547	6.54201018761106e-06	0.000233113217460243	0.854347826086957
"53"	"ENSG00000188177.14"	147.527153386383	-1.3016075634471	0.235591323460394	-5.52485356561068	3.29760529477361e-08	6.83075382488819e-06	0.854347826086956
"54"	"ENSG00000181555.21"	114.3067364845	-0.374465167623719	0.0930467821286453	-4.02448272854819	5.7100684352032e-05	0.00109607729127882	0.852173913043478
"55"	"ENSG00000196205.8"	120.636512561123	0.97624963787997	0.21637859258109	4.51176628073367	6.42900070777698e-06	0.000230831739698278	0.852173913043478
"56"	"ENSG00000159256.13"	198.551371014872	-0.97566648182247	0.189917915798148	-5.1373061763138	2.78704677752119e-07	2.85520824762361e-05	0.852173913043478
"57"	"ENSG00000145741.16"	113.736723853109	0.617598934265209	0.139868663376399	4.41556328169947	1.00747300684202e-05	0.000311742735331994	0.85
"58"	"ENSG00000034510.6"	464.00120589407	1.06084710366435	0.228226488835033	4.64822076122443	3.34810477726361e-06	0.000145418836524007	0.847826086956522
"59"	"ENSG00000153147.6"	445.135414117911	-1.19783292819482	0.202014823393805	-5.9294308609214	3.03986473946183e-09	1.19378021539282e-06	0.847826086956522
"60"	"ENSG00000172081.14"	102.223297393038	0.921454299079096	0.208685395145239	4.41551886483378	1.00767991021439e-05	0.000311742735331994	0.847826086956522
"61"	"ENSG00000144713.13"	387.413690128208	0.989391673173781	0.233308961770959	4.24069296637253	2.22830772577809e-05	0.000546894731420038	0.845652173913043
"62"	"ENSG00000057608.17"	173.517265144747	0.545216855413674	0.113920647101372	4.78593537946211	1.70192813930227e-06	9.19463677744918e-05	0.845652173913043
"63"	"ENSG00000111669.15"	118.119287502169	0.603603452160351	0.123053432182288	4.90521427526045	9.33254020413671e-07	6.42037893605755e-05	0.845652173913043
"64"	"ENSG00000196498.13"	131.655294359287	0.56757347203808	0.124050518837897	4.57534137990795	4.75444076397827e-06	0.000186954392303083	0.845652173913043
"65"	"ENSG00000197102.14"	105.295752873201	0.620138452142427	0.144135663933823	4.30246363195129	1.68909402280279e-05	0.000450983319119442	0.845652173913043
"66"	"ENSG00000167548.17"	118.676898359113	0.672655575761179	0.152505642142713	4.41069304919036	1.03040295758041e-05	0.00031633706433861	0.843478260869565
"67"	"ENSG00000171858.18"	205.016152656825	1.04876265184075	0.268888918495225	3.9003565402022	9.60511291564288e-05	0.00160368802887394	0.843478260869565
"68"	"ENSG00000083223.18"	110.730050840745	-0.543685401577783	0.121875092141954	-4.46100505051949	8.15761675467571e-06	0.000266039923573766	0.841304347826087
"69"	"ENSG00000187239.17"	127.31601268686	0.73881163201087	0.173461352683309	4.25922904775066	2.05133188042181e-05	0.000523242299674576	0.841304347826087
"70"	"ENSG00000166441.13"	314.742709258213	0.849109339440926	0.19946178102506	4.25700269533964	2.07185858742365e-05	0.000526341433597516	0.841304347826087
"71"	"ENSG00000137776.17"	186.056225639788	-0.621007991007613	0.132116171451772	-4.70046917181752	2.59564440835678e-06	0.000122626308515101	0.841304347826087
"72"	"ENSG00000124172.10"	178.950125745357	0.650505126868671	0.142385978543762	4.56860382968637	4.9098382858306e-06	0.000191428877426565	0.841304347826087
"73"	"ENSG00000134318.14"	121.646329951818	-1.18428767985529	0.220007432048152	-5.38294397071135	7.3277352894725e-08	1.24439468654555e-05	0.839130434782609
"74"	"ENSG00000170271.11"	121.880313168107	-1.75331764379323	0.326245639875611	-5.37422552056702	7.69125459234966e-08	1.28249621313848e-05	0.839130434782609
"75"	"ENSG00000055208.19"	109.489726109477	-0.933767505566294	0.161285082017578	-5.78954664551384	7.05766557293885e-09	2.18093436147373e-06	0.839130434782609
"76"	"ENSG00000148180.21"	106.135849443684	-0.996055486191863	0.211598508722045	-4.70728972622525	2.51032004959152e-06	0.000120523848735816	0.839130434782609
"77"	"ENSG00000161405.17"	104.55063510807	1.05596644489729	0.22631774146533	4.66585800149944	3.0733189394398e-06	0.000138925808173717	0.839130434782609
"78"	"ENSG00000173020.11"	137.796552090784	0.68132791226102	0.162900146876432	4.18248801689442	2.88336219580328e-05	0.000666888066145912	0.83695652173913
"79"	"ENSG00000135090.14"	135.956550646349	-0.674677454683496	0.129769074674586	-5.19906192114987	2.00296798145978e-07	2.34508984164701e-05	0.83695652173913
"80"	"ENSG00000140367.12"	122.049389424372	-1.27920558459155	0.251940640591574	-5.07740863716108	3.82617387643028e-07	3.41816955311425e-05	0.834782608695652
"81"	"ENSG00000166913.13"	152.802693994301	0.524306760811436	0.115617834684943	4.53482598286123	5.76509975488316e-06	0.000216478347369617	0.834782608695652
"82"	"ENSG00000109670.16"	114.378478170948	-0.679690345155996	0.160270241739279	-4.24090172810551	2.22623598054041e-05	0.000546894731420038	0.832608695652174
"83"	"ENSG00000019582.16"	349.226432345886	0.998886289487231	0.222681874693098	4.48570989831977	7.26715643381114e-06	0.000250889924500623	0.832608695652174
"84"	"ENSG00000111679.17"	151.98423392843	0.774988569426378	0.196892971813693	3.93609056883808	8.28197278741036e-05	0.001438849650163	0.832608695652174
"85"	"ENSG00000162645.13"	100.150032780777	1.0981673802957	0.263084822308093	4.17419511570935	2.9904139092975e-05	0.000686593205727867	0.830434782608696
"86"	"ENSG00000104131.13"	112.521188603546	-1.21352739297937	0.212167007714929	-5.71968001080493	1.06724852673442e-08	3.14338042639746e-06	0.830434782608696
"87"	"ENSG00000160551.12"	178.011990622704	-1.08184547694624	0.194487310214615	-5.56255046024565	2.65860120785423e-08	6.03790756241594e-06	0.830434782608696
"88"	"ENSG00000169504.15"	146.50120004734	-1.20697397011319	0.263247407406337	-4.58494152707897	4.54113503537322e-06	0.000180973351832527	0.828260869565217
"89"	"ENSG00000177954.14"	394.956114020198	0.80736004945545	0.188320801932943	4.28715277955822	1.80977827215137e-05	0.000471406855602173	0.828260869565217
"90"	"ENSG00000127184.13"	207.188025872176	0.78889358090211	0.180093007583289	4.38047868425577	1.18418876844403e-05	0.00035328386710501	0.828260869565217
"91"	"ENSG00000127824.15"	136.296182289689	-1.27216885201017	0.25028416343682	-5.08289791308073	3.71719510003446e-07	3.33662512550712e-05	0.826086956521739
"92"	"ENSG00000130592.17"	199.45263752309	0.775047913695662	0.200639022686072	3.86289717383807	0.000112050180657112	0.00178772236095841	0.826086956521739
"93"	"ENSG00000172809.13"	269.427224513505	0.761713771073659	0.187093213609091	4.07130625627699	4.67502368491595e-05	0.000942504774980381	0.826086956521739
"94"	"ENSG00000162614.19"	386.020683671306	-2.3448915877751	0.412119191983378	-5.68983836081498	1.27159682953758e-08	3.47385510678019e-06	0.823913043478261
"95"	"ENSG00000093167.18"	119.201475187689	-1.01932317411527	0.198818015511636	-5.12691554380599	2.94527556723564e-07	2.93987557611517e-05	0.823913043478261
"96"	"ENSG00000138594.14"	133.722297788214	-0.842570749134768	0.170952035980574	-4.92869677919784	8.27799324104644e-07	5.87354687507397e-05	0.823913043478261
"97"	"ENSG00000078369.18"	281.885238401033	-0.450840044763959	0.106324007297319	-4.24024692281635	2.23274039929826e-05	0.000546894731420038	0.821739130434783
"98"	"ENSG00000142676.14"	477.999707861305	0.858352504775188	0.218613114093647	3.92635413631909	8.62431518277411e-05	0.00147521180757978	0.821739130434783
"99"	"ENSG00000197756.10"	226.066778246378	0.777945040164268	0.191931605318675	4.05324093899284	5.0512931075215e-05	0.000996113118794158	0.821739130434783
"100"	"ENSG00000112851.15"	291.451526864711	-0.665158256654284	0.144009216419371	-4.61885893967555	3.85856046803447e-06	0.000160560407996578	0.821739130434783
"101"	"ENSG00000136238.18"	114.448090017178	-0.808279055866405	0.15845800498988	-5.10090390143449	3.38035175225924e-07	3.21816315808519e-05	0.821739130434783
"102"	"ENSG00000161016.18"	346.024547680232	0.846786312735944	0.205332107345859	4.12398393841849	3.72374872422239e-05	0.00079946085935754	0.821739130434783
"103"	"ENSG00000136167.15"	464.600758730235	0.656484205195657	0.167011384785789	3.9307751746246	8.46724223700869e-05	0.00146027004727917	0.821739130434783
"104"	"ENSG00000131469.15"	389.924271863064	0.846935661418432	0.210508357338993	4.02328758878949	5.73913452695314e-05	0.00109830137901591	0.821739130434783
"105"	"ENSG00000105640.13"	226.171413336974	0.853124954356696	0.223891599203107	3.81043753938606	0.000138721058355722	0.00209024136691075	0.821739130434783
"106"	"ENSG00000210100.1"	136.447020207544	-2.1017767540477	0.392798530187557	-5.35077550581498	8.75781109082536e-08	1.37058175983436e-05	0.821739130434783
"107"	"ENSG00000151466.12"	176.358002514134	-1.16229469048459	0.227557172258238	-5.10770405059167	3.26096866090866e-07	3.16511407613181e-05	0.821739130434783
"108"	"ENSG00000204628.12"	411.936553804838	0.796435047529848	0.195093412824676	4.08232669672747	4.4587058819887e-05	0.000911013895647072	0.819565217391304
"109"	"ENSG00000120690.16"	210.044193771292	-1.09829213623273	0.215285545693187	-5.10156003598103	3.3686512527003e-07	3.21816315808519e-05	0.819565217391304
"110"	"ENSG00000125691.14"	364.03815650175	0.766873477329762	0.191096226843103	4.01302260122275	5.99461711579912e-05	0.00113680616330798	0.819565217391304
"111"	"ENSG00000261371.6"	137.28882509132	-1.04930600391874	0.232425124233562	-4.51459801249499	6.34369788155221e-06	0.000229517668075353	0.819565217391304
"112"	"ENSG00000082898.19"	145.083947431055	-0.756416687454633	0.16223292717369	-4.66253491589163	3.12338073750546e-06	0.000140037629627724	0.819565217391304
"113"	"ENSG00000122786.20"	195.131316485049	-1.06441051099888	0.230648910936343	-4.61485166644749	3.93376168173426e-06	0.000162507141391117	0.819565217391304
"114"	"ENSG00000149273.15"	483.454803826868	0.826770865176496	0.205534092121101	4.02254855456954	5.75717808089731e-05	0.0011006369860539	0.819565217391304
"115"	"ENSG00000128340.15"	143.829360009836	0.659583972076055	0.156363560130559	4.21827164542252	2.46182122305455e-05	0.000590234043946757	0.817391304347826
"116"	"ENSG00000128272.17"	253.992538260659	-0.949990455980646	0.196855273614816	-4.82583188418654	1.39420080187848e-06	8.09736400302954e-05	0.817391304347826
"117"	"ENSG00000114391.13"	160.055797861926	0.744282448111783	0.194693133281468	3.82284899095939	0.000131918575603926	0.00201023860156347	0.817391304347826
"118"	"ENSG00000145592.14"	338.605284246743	0.828311748681867	0.208920025319669	3.96473122868171	7.34786905702638e-05	0.00131660961715729	0.817391304347826
"119"	"ENSG00000176783.15"	645.638270651922	-1.77476969753167	0.341233365638493	-5.20104384930484	1.981723360283e-07	2.33471783383341e-05	0.817391304347826
"120"	"ENSG00000073921.18"	128.082541025487	-0.651899330752901	0.13256352226396	-4.91763736825612	8.75949863632698e-07	6.1100493608302e-05	0.817391304347826
"121"	"ENSG00000163041.13"	109.659911107843	-1.08181569744841	0.224810494308695	-4.81212276488715	1.4933556990269e-06	8.37777902317236e-05	0.815217391304348
"122"	"ENSG00000168300.14"	193.948545978833	-1.03868175174892	0.212484660240815	-4.88826699570571	1.01727504531806e-06	6.63516768312989e-05	0.815217391304348
"123"	"ENSG00000133112.17"	1552.84566292065	0.712928648376136	0.167828484809042	4.24795975002287	2.15726139502841e-05	0.000537750127650988	0.815217391304348
"124"	"ENSG00000117155.17"	109.987692469804	-1.90519721147407	0.321659609567598	-5.92302283160511	3.16076940288868e-09	1.20681107415346e-06	0.81304347826087
"125"	"ENSG00000115652.15"	247.408469529541	-1.3984413182588	0.28421508143229	-4.92036281541223	8.63839301908903e-07	6.05329771040254e-05	0.81304347826087
"126"	"ENSG00000156052.11"	128.53367314881	-1.30818420402616	0.242912970690515	-5.38540284739616	7.22825700175606e-08	1.24439468654555e-05	0.81304347826087
"127"	"ENSG00000149806.11"	226.313822733328	0.697059849933064	0.182034392154453	3.82927556536471	0.000128521031790005	0.00197603707115954	0.81304347826087
"128"	"ENSG00000105323.17"	167.469165321265	0.469267174680323	0.118305249747302	3.96657946864293	7.291147243778e-05	0.00131394001477261	0.81304347826087
"129"	"ENSG00000100316.16"	643.236330322952	0.813174723184636	0.203360238584628	3.99869083968562	6.36938130971242e-05	0.00119167714399766	0.81304347826087
"130"	"ENSG00000198898.14"	165.979758974814	-1.11405116137267	0.235548965888793	-4.72959478794158	2.24968401861653e-06	0.000111443964199238	0.810869565217391
"131"	"ENSG00000179144.5"	114.238920165937	0.755598789442355	0.211471331993255	3.57305542231348	0.00035284004593839	0.00418718760359048	0.810869565217391
"132"	"ENSG00000125107.19"	110.183264689681	0.453779599566598	0.111793880294619	4.05907370216256	4.92677629374214e-05	0.000977576138284624	0.810869565217391
"133"	"ENSG00000083845.9"	131.46836376047	0.881185116959024	0.237034151925084	3.71754496051491	0.000201168193517903	0.00277600325608527	0.810869565217391
"134"	"ENSG00000198162.12"	451.719514022656	-1.28407860508906	0.239350373644614	-5.36484896821447	8.10169813203195e-08	1.30701988645068e-05	0.808695652173913
"135"	"ENSG00000163840.10"	107.52154400076	0.766106720555508	0.216412057538346	3.54003713688533	0.000400070731206797	0.00464653929959835	0.808695652173913
"136"	"ENSG00000055163.20"	128.77342692872	0.737000612315062	0.198163379794978	3.71915645099296	0.000199889218688895	0.00276037492475141	0.808695652173913
"137"	"ENSG00000231500.7"	401.762055647682	0.808015503190888	0.215092086414426	3.75660265638065	0.000172235637408496	0.00246517977612008	0.808695652173913
"138"	"ENSG00000167526.14"	433.547682806334	0.796232937168611	0.212524322954734	3.74654969416466	0.000179283500193882	0.00254671739160111	0.808695652173913
"139"	"ENSG00000196182.11"	127.982293741451	-0.841051161629997	0.187987847377533	-4.47396559598305	7.67821014369987e-06	0.00025745108564389	0.806521739130435
"140"	"ENSG00000084676.16"	113.990846072962	-0.465004364144286	0.122503413920859	-3.79584820750134	0.000147139511002493	0.00218220281856569	0.806521739130435
"141"	"ENSG00000119318.13"	121.957681277933	-0.354787529419912	0.10531007774182	-3.36897984530706	0.000754469454838296	0.00746064092291915	0.806521739130435
"142"	"ENSG00000108819.11"	121.46619032423	0.597582808336035	0.171081102880985	3.49297963523038	0.000477662934994078	0.00529955640061116	0.806521739130435
"143"	"ENSG00000142192.21"	356.806301062366	-1.47507194076877	0.331286266871036	-4.45255988031338	8.48525660642586e-06	0.000273179349579729	0.806521739130435
"144"	"ENSG00000067560.14"	306.474076926048	-0.534752290033441	0.10807361135641	-4.94803757662833	7.49654390886911e-07	5.57798838054732e-05	0.804347826086957
"145"	"ENSG00000123505.19"	117.61062245536	-1.07673548351067	0.215918581400887	-4.986766199207	6.13982904175726e-07	4.90405836597984e-05	0.804347826086957
"146"	"ENSG00000186591.13"	114.778416040699	-0.579273733765994	0.162338530081377	-3.56830712632186	0.000359295196817892	0.00424887983689916	0.804347826086957
"147"	"ENSG00000133574.10"	229.515786569821	0.751702875090078	0.215495772955393	3.48824881704607	0.000486195403266769	0.00536265848541755	0.804347826086957
"148"	"ENSG00000153317.15"	276.631419029519	-0.953682764681793	0.207297616791793	-4.60054861913661	4.21379650297874e-06	0.000170817342109998	0.804347826086957
"149"	"ENSG00000107290.14"	105.876048376144	0.394861747102835	0.110283238698393	3.58043299927671	0.00034302529593605	0.00409760888998387	0.804347826086957
"150"	"ENSG00000159140.21"	149.667501306597	0.444692950790362	0.124701369336846	3.56606309261245	0.000362384163393438	0.00428003852128214	0.804347826086957
